pos_X	posY	posZ	vix	viy	wi	vr	wr
0.0	0.0	0.0	0.0	0.0	0.0	100	2.356194490192345
10.0	0.0	0.23561944901923448	100.0	0.0	2.356194490192345	100	0.47123889803846897
19.723699203976764	2.334453638559054	0.2827433388230814	97.23699203976766	23.34453638559054	0.47123889803846897	100	-0.06383496453959747
29.326636060746196	5.1243646989513465	0.27635984236912164	96.0293685676943	27.899110603922928	-0.06383496453959747	100	-0.2270365913206449
38.94718652942209	7.852919019403849	0.25365618323705713	96.20550468675894	27.28554320452503	-0.2270365913206449	100	-0.2884751414080391
48.627200464131604	10.362367210506767	0.22480866909625322	96.8001393470951	25.09448191102917	-0.2884751414080391	100	-0.3236380695071932
58.37556822781347	12.591565708624028	0.19244486214553388	97.48367763681864	22.291984981172615	-0.3236380695071932	100	-0.3544737278641321
68.1909638950494	14.504157639906314	0.15699748935912067	98.15395667235931	19.12591931282286	-0.3544737278641321	100	-0.3883103133357868
78.06797576814216	16.067690965033947	0.11816645802554199	98.77011873092759	15.635333251276315	-0.3883103133357868	100	-0.42883509203952874
87.99824041052634	17.24660747277088	0.07528294882158912	99.30264642384178	11.789165077369326	-0.42883509203952874	100	-0.4795273882955655
97.96991617975263	17.998726049476147	0.02733020999203256	99.71675769226296	7.521185767052667	-0.4795273882955655	100	-0.545305589989628
107.96618171032243	18.271994127271476	-0.02720034900693024	99.96265530569805	2.7326807779532882	-0.545305589989628	100	-0.6343945701486575
117.96248264346603	18.00002417666582	-0.090639806021796	99.96300933143597	-2.719699506056538	-0.6343945701486575	100	-0.7620934234134344
127.92143288678025	17.0948667035201	-0.16684914836313947	99.58950243314224	-9.051574731457215	-0.7620934234134344	100	-0.9604470631530293
137.78256230814313	15.434105873318678	-0.2628938546784424	98.61129421362884	-16.607608302014217	-0.9604470631530293	81.15685710587351	-1.308574789557242
145.61940911826892	13.325033416608616	-0.3937513336341666	78.36846810125786	-21.090724567100622	-1.308574789557242	58.81514419733382	-1.5933115605949097
151.0508485384236	11.068558800150118	-0.5530824896936576	54.314394201546776	-22.564746164584964	-1.5933115605949097	42.70132026239402	-1.6825226393630337
154.68434357633643	8.825404473988378	-0.721334753629961	36.334950379128486	-22.431543261617403	-1.6825226393630337	30.90785832268824	-1.645566376308194
157.00529175317945	6.784287960566681	-0.8858913912607804	23.209481768430216	-20.41116513421697	-1.645566376308194	22.247551899909915	-1.530142383250908
158.4126705268746	5.061261366824083	-1.0389056295858712	14.073787736951385	-17.230265937425983	-1.530142383250908	15.913008305032307	-1.3680005302527158
